3.8,0.625,3.664
3.8,0.605,3.678
3.8,0.585,3.679
3.8,0.565,3.681
3.8,0.545,3.692
3.8,0.525,3.698
3.8,0.505,3.704
3.8,0.485,3.704
3.8,0.465,3.718
3.8,0.445,3.718
3.8,0.425,3.732
3.8,0.405,3.743
3.8,0.385,3.749
3.8,0.365,3.756
3.8,0.345,3.763
3.8,0.325,3.787
3.8,0.305,3.795
3.8,0.285,3.795
3.8,0.265,3.798
3.8,0.245,3.808
3.8,0.225,3.815
3.8,0.205,3.821
3.8,0.185,3.832
3.8,0.165,3.834
3.8,0.145,3.847
3.8,0.125,3.846
3.8,0.105,3.860
3.8,0.085,3.874
3.8,0.065,3.881
3.8,0.045,3.894
3.8,0.025,3.922
1,2.445,2.487
1,2.425,2.620
1,2.405,2.754
1,2.385,2.874
1,2.365,2.956
1,2.345,3.014
1,2.325,3.088
1,2.305,3.107
1,2.285,3.144
1,2.265,3.172
1,2.245,3.200
1,2.225,3.214
1,2.205,3.228
1,2.185,3.257
1,2.165,3.270
1,2.145,3.285
1,2.125,3.300
1,2.105,3.315
1,2.085,3.317
1,2.065,3.330
1,2.045,3.344
1,2.025,3.347
1,2.005,3.355
1,1.985,3.371
1,1.965,3.379
1,1.945,3.382
1,1.925,3.382
1,1.905,3.394
1,1.885,3.409
1,1.865,3.408
1,1.845,3.407
1,1.825,3.422
1,1.805,3.419
1,1.785,3.422
1,1.765,3.448
1,1.745,3.447
1,1.725,3.447
1,1.705,3.447
1,1.685,3.447
1,1.665,3.446
1,1.645,3.472
1,1.625,3.472
1,1.605,3.472
1,1.585,3.472
1,1.565,3.473
1,1.545,3.486
1,1.525,3.510
1,1.505,3.525
1,1.485,3.524
1,1.465,3.524
1,1.445,3.524
1,1.425,3.522
1,1.405,3.552
1,1.385,3.550
1,1.365,3.550
1,1.345,3.550
1,1.325,3.550
1,1.305,3.566
1,1.285,3.575
1,1.265,3.576
1,1.245,3.575
1,1.225,3.599
1,1.205,3.601
1,1.185,3.602
1,1.165,3.601
1,1.145,3.619
1,1.125,3.627
1,1.105,3.627
1,1.085,3.628
1,1.065,3.637
1,1.045,3.653
1,1.025,3.653
1,1.005,3.652
1,0.985,3.682
1,0.965,3.680
1,0.945,3.687
1,0.925,3.691
1,0.905,3.705
1,0.885,3.705
1,0.865,3.704
1,0.845,3.723
1,0.825,3.730
1,0.805,3.731
1,0.785,3.730
1,0.765,3.755
1,0.745,3.756
1,0.725,3.757
1,0.705,3.762
1,0.685,3.782
1,0.665,3.782
1,0.645,3.781
1,0.625,3.806
1,0.605,3.808
1,0.585,3.808
1,0.565,3.810
1,0.545,3.835
1,0.525,3.834
1,0.505,3.833
1,0.485,3.858
1,0.465,3.860
1,0.445,3.860
1,0.425,3.887
1,0.405,3.886
1,0.385,3.896
1,0.365,3.911
1,0.345,3.909
1,0.325,3.938
1,0.305,3.937
1,0.285,3.964
1,0.265,3.963
1,0.245,3.962
1,0.225,3.976
1,0.205,3.990
1,0.185,3.989
1,0.165,4.001
1,0.145,4.002
1,0.125,4.005
1,0.105,4.041
1,0.085,4.040
1,0.065,4.062
1,0.045,4.065
1,0.025,4.091
0.2,2.545,2.671
0.2,2.525,2.810
0.2,2.505,2.920
0.2,2.485,3.000
0.2,2.465,3.079
0.2,2.445,3.110
0.2,2.425,3.159
0.2,2.405,3.174
0.2,2.385,3.200
0.2,2.365,3.227
0.2,2.345,3.255
0.2,2.325,3.252
0.2,2.305,3.281
0.2,2.285,3.276
0.2,2.265,3.301
0.2,2.245,3.304
0.2,2.225,3.304
0.2,2.205,3.330
0.2,2.185,3.333
0.2,2.165,3.359
0.2,2.145,3.354
0.2,2.125,3.378
0.2,2.105,3.382
0.2,2.085,3.381
0.2,2.065,3.409
0.2,2.045,3.408
0.2,2.025,3.411
0.2,2.005,3.436
0.2,1.985,3.434
0.2,1.965,3.431
0.2,1.945,3.458
0.2,1.925,3.460
0.2,1.905,3.460
0.2,1.885,3.458
0.2,1.865,3.478
0.2,1.845,3.485
0.2,1.825,3.485
0.2,1.805,3.485
0.2,1.785,3.486
0.2,1.765,3.494
0.2,1.745,3.513
0.2,1.725,3.511
0.2,1.785,3.486
0.2,1.765,3.494
0.2,1.745,3.513
0.2,1.725,3.511
0.2,1.705,3.511
0.2,1.685,3.511
0.2,1.665,3.511
0.2,1.645,3.510
0.2,1.625,3.529
0.2,1.605,3.536
0.2,1.585,3.537
0.2,1.565,3.538
0.2,1.545,3.552
0.2,1.525,3.563
0.2,1.505,3.574
0.2,1.485,3.582
0.2,1.465,3.588
0.2,1.445,3.589
0.2,1.425,3.587
0.2,1.405,3.598
0.2,1.385,3.613
0.2,1.365,3.614
0.2,1.345,3.614
0.2,1.325,3.615
0.2,1.305,3.615
0.2,1.285,3.630
0.2,1.265,3.643
0.2,1.245,3.640
0.2,1.225,3.641
0.2,1.205,3.652
0.2,1.185,3.659
0.2,1.165,3.666
0.2,1.145,3.666
0.2,1.125,3.667
0.2,1.105,3.680
0.2,1.085,3.691
0.2,1.065,3.692
0.2,1.045,3.691
0.2,1.025,3.711
0.2,1.005,3.717
0.2,0.985,3.718
0.2,0.965,3.730
0.2,0.945,3.743
0.2,0.925,3.744
0.2,0.905,3.756
0.2,0.885,3.770
0.2,0.865,3.769
0.2,0.845,3.787
0.2,0.825,3.794
0.2,0.805,3.795
0.2,0.785,3.793
0.2,0.765,3.822
0.2,0.745,3.821
0.2,0.725,3.820
0.2,0.705,3.831
0.2,0.685,3.850
0.2,0.665,3.847
0.2,0.645,3.848
0.2,0.625,3.857
0.2,0.605,3.873
0.2,0.585,3.873
0.2,0.565,3.872
0.2,0.545,3.901
0.2,0.525,3.899
0.2,0.505,3.906
0.2,0.485,3.926
0.2,0.465,3.924
0.2,0.445,3.924
0.2,0.425,3.952
0.2,0.405,3.951
0.2,0.385,3.961
0.2,0.365,3.975
0.2,0.345,3.976
0.2,0.325,3.975
0.2,0.305,4.001
0.2,0.285,4.002
0.2,0.265,4.007
0.2,0.245,4.027
0.2,0.225,4.025
0.2,0.205,4.055
0.2,0.185,4.053
0.2,0.165,4.052
0.2,0.145,4.080
0.2,0.125,4.080
0.2,0.105,4.087
0.2,0.085,4.105
0.2,0.065,4.112
0.2,0.045,4.133
0.2,0.025,4.140
